Artist,Song,Mood
Bob Dylan,North Country Blues,neg
Newton Faulkner,Gone In The Morning,pos
Supergrass,Mansize Rooster,pos
Jonas Brothers,Year 3000,pos
"Holiday, Billie",God Bless the Child,neg
Immortal Technique,The Point Of No Return,neg
3OH!3,CHOKECHAIN (Amended Album Version),neg
Simply Red,Ev'ry Time We Say Goodbye,neg
The Blues Brothers,Rubber Biscuit,pos
Fiona Apple,On The Bound,neg
Therion,Lemuria,pos
Unbelievable Truth,Building,neg
Sandy Denny,Bushes And Briars,neg
Jonathan Coulton,Code Monkey,pos
Gazpacho,Dream of Stone,neg
Phil Collins,That's What You Said  (LP Version),neg
Pelle Carlberg,"I love you, you imbecile",pos
John Martyn,Solid Air,pos
The Divine Comedy,Songs of Love,pos
Nirvana,Milk It,neg
Christina Aguilera,Back in the Day,pos
Beck,Canceled Check,pos
Diamond Head,Am I Evil?,neg
Tenacious D,Fuck Her Gently,pos
BeyoncÃ©,Gift From Virgo,pos
G. Love,Ain't That Right,pos
Vanilla Ice,Ice Ice Baby,pos
Dan Fogelberg,Leader Of The Band,pos
Hilary Duff,With Love,pos
G. Love,Booty Call,pos
Jon B.,They Don't Know,pos
Celtic Woman,Over The Rainbow,pos
Love,Alone Again Or,neg
St. Vincent,Marry Me,neg
Rob Zombie,Superbeast,neg
Yeah Yeah Yeahs,Black Tongue,pos
Katatonia,Cold Ways,neg
Slayer,Spiritual Law,neg
Thrice,The Earth Isn't Humming,neg
a-ha,Shadowside,neg
Pet Shop Boys,A New Life,neg
Oasis,Cigarettes and Alcohol,neg
Boards of Canada,Aquarius,pos
Carrie Underwood,Just A Dream,neg
Sinergy,Wake up in hell,neg
Dramarama,"Anything, Anything",neg
The Clash,Should I Stay Or Should I Go,pos
Jackson Browne,These Days,neg
Rammstein,Ohne dich,neg
Boston,More Than A Feeling,pos
My Dying Bride,She Is the Dark,neg
Clinic,Tomorrow,neg
Keith Urban,Tonight I Wanna Cry,neg
Flunk,Skysong,pos
The Cribs,I'm A Realist,pos
"""Weird Al"" Yankovic",Party at the Leper Colony,pos
Blackmore's Night,Windmills,neg
Simon & Garfunkel,Keep The Customer Satisfied,pos
In Flames,Evil in a Closet,neg
Moonspell,Night Eternal,neg
Danzig,How The Gods Kill,neg
Kate Nash,Birds,pos
The Pogues,The Band Played Waltzing Matilda,neg
Supreme Beings of Leisure,Rock and a Hard Place,pos
Ozzy Osbourne,Gets Me Through,neg
Stephen Lynch,Love Song,pos
Ark,Just a Little,pos
Ellie Goulding,Starry Eyed,pos
Phoenix,Everything Is Everything,pos
Box Car Racer,I Feel So,neg
George Jones,Least of All,neg
Megadeth,Prince of Darkness,neg
Elvis Presley,The Girl I Never Loved,neg
Junior Senior,Chicks and Dicks,pos
Piano Magic,Dark Secrets Look for Light,neg
My Chemical Romance,Interlude (Album Version),neg
Bobby Vinton,Blue Velvet,pos
Angus & Julia Stone,I'm Not Yours,neg
Louis Armstrong,La Vie En Rose,pos
Elisa,A Feast For Me,neg
Tim Buckley,The Earth is Broken,neg
Stars,Take Me to the Riot,pos
Garbage,Medication,neg
The Puppini Sisters,And She Sang,pos
Bent,Magic Love,pos
Til Tuesday,Voices Carry,neg
Sheryl Crow,Soak Up The Sun,pos
Natalie Imbruglia,Left Of The Middle,pos
BjÃ¶rk,5 Years,neg
Jim Reeves,Adios Amigo,neg
Johnny Cash,Give My Love To Rose,neg
Britney Spears,My Prerogative,neg
The Hoosiers,Run Rabbit Run,pos
Lucinda Williams,Bus to Baton Rouge,neg
Donavon Frankenreiter,Swing On Down,pos
Sylver,Sympathy,neg
Kings Of Convenience,Singing Softly to Me,pos
Dispatch,Railway,pos
Cyndi Lauper,Sally's Pigeons,neg
Jesus & Mary Chain,Blues from a Gun,neg
Belle & Sebastian,Fox in the Snow,neg
Muse,Resistance,neg
Jenny Owen Youngs,Keys Out Lights On,pos
Concrete Blonde,Everybody Knows,neg
Red Hot Chili Peppers,Get On Top (Album Version),neg
Kelly Clarkson,Hear Me,neg
Metallica,One,neg
Jello Biafra with the Melvins,Lessons In What Not To Become,neg
Alesana,Early Mourning,neg
Rivers Cuomo,I Was Made For You,pos
Rolling Stones,Get off of My Cloud,neg
Chris Garneau,Over and Over,neg
Fotheringay,Late November,neg
Zeromancer,Ammonite,neg
Bon Jovi,Livin' On A Prayer,pos
Eminem,The Way I Am,neg
Information Society,More to This,neg
Dark new Day,Free (Album Version),neg
Deborah Harry,End Of The Run,neg
Bob Marley & The Wailers,Waiting In Vain,pos
Lily Allen,Take What You Take,pos
Ben Folds Five,Best Imitation Of Myself,pos
Owl City,Cave In,pos
The Kooks,She Moves In Her Own Way,pos
Britney Spears,Everytime,neg
The Everly Brothers,Lonely Street,neg
Ace of Base,Life Is A Flower,pos
Slayer,Necrophiliac,neg
Beach House,Childhood,pos
Joe Tex,The Love You Save (May Be Your Own),pos
Marilyn Manson,Just A Car Crash Away,neg
Weezer,Why Bother?,neg
"Cole, Nat King",Sweet Lorraine,neg
Blur,Sunday Sunday,pos
The New Pornographers,Streets of Fire,pos
Jagged Edge,Promise,pos
Boards of Canada,Roygbiv,pos
The Gathering,Black Light District,neg
Tenacious D,Karate Schnitzel,pos
Justin Bieber,One Less Lonely Girl,pos
Ian Van Dahl,Castles In The Sky,pos
Au Revoir Simone,Through The Backyards,pos
The Youngbloods,Get Together,pos
Saliva,Rest In Pieces,neg
Tom Jones,Without Love (There Is Nothing),neg
Cradle of Filth,Dirge Inferno,neg
Blondie,One Way Or Another,pos
Karine Polwart,Sorry,neg
Dead Kennedys,Cesspools In Eden,neg
Erasure,Chorus,pos
Hatebreed,Boxed In (Subzero),neg
Promoe,Svennebanan,pos
Michael Jackson,Bad,pos
Rise Against,Paper Wings,neg
Megadeth,Captive Honour,neg
Jazzamor,Song for Maggie,pos
The Kooks,Always Where I Need To Be,pos
Mtume,Juicy Fruit,pos
Incognito,Deep Waters,pos
Garbage,My Lover's Box,neg
Paul Young,Don't Dream It's Over,pos
Evanescence,Lithium,neg
Koop,Bright Nights,pos
Portishead,Magic Doors,neg
Von Hertzen Brothers,Another worthless day,neg
William Shatner,That's Me Trying,neg
Willie Nelson,American Tune,neg
Lady Gaga,Just Dance,pos
Casual,I Didn't Mean To,neg
Kanye West,The New Workout Plan,pos
Dave Hollister,Bad When U Broke,neg
Radiohead,Climbing Up the Walls,neg
Gabrielle,If I Walked Away,neg
Mariah Carey,Always Be My Baby,pos
Soft Cell,Torch,neg
Infected Mushroom,Deeply Disturbed,neg
Sly & The Family Stone,Thank You (Falettinme Be Mice Elf Agin),pos
Jens Lekman,The Opposite Of Hallelujah,pos
Enigma,Callas Went Away,pos
Katie Melua,What It Says On The Tin,pos
Peter Bjorn And John,Young Folks,pos
Tori Amos,Code Red,neg
Ray Stevens,"It's Me Again, Margaret",pos
Edyta GÃ³rniak,Miles & Miles Away,pos
Starship,We Built This City,pos
Garbage,Only Happy When It Rains,neg
Nine Inch Nails,I Do Not Want This,neg
John Legend,Heaven,pos
Mastodon,Megalodon,neg
Dawn Landes,Bodyguard,pos
Megadeth,Black Curtains,neg
Jamiroquai,Talullah,pos
Ricky Martin,Livin' La Vida Loca,pos
The Smashing Pumpkins,Stand Inside Your Love,neg
Bad Religion,Broken,neg
Solas,The Newry Highwayman,pos
Riverside,The Curtain Falls,neg
Ella Fitzgerald,Azure,pos
"Cline, Patsy",Walkin' After Midnight,neg
Clannad,Theme From Harry's Game,pos
Aimee Mann,Sugarcoated,neg
Brooke Waggoner,Godwin,neg
Norah Jones,Painter Song,pos
"Cohen, Leonard","So Long, Marianne",neg
Jamiroquai,Cosmic Girl,pos
Squarepusher,A Real Woman,pos
Lucky Soul,Ain't Never Been Cool,pos
Emma Bunton,High On Love,pos
Leonard Cohen,Joan of Arc,neg
The Black Crowes,Locust Street,pos
Joni Mitchell,Woodstock (LP Version),pos
Toni Braxton,Come On Over Here,pos
The Thermals,Now We Can See,pos
Hungry Lucy,We Won't Go,neg
Planet Funk,Chase The Sun,pos
Tears for Fears,When in Love With a Blind Man,neg
Nick Cave and the Bad Seeds,The Carny,neg
John Legend,Each Day Gets Better,pos
Tokio Hotel,Spring nicht,neg
My Dying Bride,Gather Me Up Forever,neg
The Rivingtons,Papa-Oom-Mow-Mow,pos
Kinks,Waterloo Sunset,neg
Bread [1],If,neg
The Fratellis,Look Out Sunshine!,pos
Emmylou Harris,Too Far Gone,neg
Rihanna,Say It,pos
Andrew Bird,Plasticities,pos
The Cure,Pornography,neg
Keziah Jones,Beautiful Emilie,pos
Soilent Green,Theory of Pride In Tragedy,neg
Pernice Brothers,Overcome by Happiness,neg
Jello Biafra with the Melvins,The Lighter Side Of Global Terrorism (Extended Space-Melt Version),neg
Manic Street Preachers,The Everlasting,neg
Bobby McFerrin,Thinkin' About Your Body,pos
Katatonia,Don't Tell A Soul,neg
Matt Wertz,5:19,pos
Snow Patrol,Half The Fun,neg
All Time Low,Six Feet Under The Stars,pos
Maxwell,The Urban Theme,pos
Sublime,Caress Me Down,pos
Mario,Let Me Love You,pos
iLiKETRAiNS,The accident,neg
The New Pornographers,Mystery Hours,pos
Threshold,Innocent,neg
The Pipettes,Your Kisses Are Wasted On Me,pos
Beastie Boys,Time for Livin',neg
Demon Hunter,Infected,neg
Finley Quaye,Your Love Gets Sweeter,pos
A Silver Mt. Zion,Sit in the Middle of Three Galloping Dogs,neg
Bruce Springsteen,Atlantic City,neg
Epidemic,Catalyst (LP Version),neg
Bob Dylan,Disease of Conceit,neg
Metric,Glass Ceiling,pos
Blue Six,All I Need,pos
Leonard Cohen,"Sing Another Song, Boys",neg
The Unicorns,Tuff Luff,pos
The Gathering,No Bird Call,neg
Katatonia,We Must Bury You,neg
America,A Horse With No Name,pos
Black Sabbath,Sabbath Bloody Sabbath,neg
"Parsons, Gram",Return of the Grievous Angel,neg
Billy Corgan,"Pretty, Pretty Star",pos
The Verve,Rather Be,pos
Tristania,The Ravens,neg
Blaque,Bring It All to Me,pos
Porcupine Tree,Dark Matter,neg
Bob Dylan,On The Road Again,pos
A Static Lullaby,God Bless You (Goddamn it),neg
Hellogoodbye,"Baby, It's Fact",pos
Mac Lethal,Backward,neg
David Cook,The Time of My Life,pos
Underworld,Holding The Moth,pos
Stars,My Favourite Book,pos
Journey,Stone In Love,pos
Burzum,Der Tod Wuotans,neg
MGMT,Electric Feel,pos
Jessica Simpson,A Public Affair,pos
Korn,Chi,neg
The Darkness,Givin' Up,pos
Black Kids,Hurricane Jane,pos
Dashboard Confessional,The Shade Of Poison Trees,neg
Anthony Hamilton,Sista Big Bones,pos
Carl Belew,Am I That Easy To Forget,neg
Wire,Blessed State,neg
Katie Melua,Blues in the Night,pos
Kathy Mattea,The Southern Soldier Boy,neg
Nick Cave and the Bad Seeds,Still in Love,neg
Howie Day,Come Lay Down,neg
Dead Kennedys,I Fought the Law,neg
She Wants Revenge,"She Loves Me, She Loves Me Not",neg
Katatonia,Criminals,neg
KT Tunstall,I Don't Want You Now,pos
Spiral Starecase,More Today Than Yesterday,pos
George McCrae,Rock Your Baby,pos
Joshua Radin,Everything'll Be Alright (Will's Lullaby),pos
Jack Johnson,You And Your Heart,neg
Blind Pilot,"Go On, Say It",pos
Zolof the Rock & Roll Destroyer,Super OK,pos
Tom Waits,So It Goes,neg
Kyte,Boundaries,pos
This Mortal Coil,I Want To Live,neg
Okkervil River,It Ends With a Fall,neg
Deep Purple,Truth Hurts,neg
Aqua,Barbie Girl,pos
Yael NaÃ¯m,New Soul,pos
"Nelson, Willie",Blue Eyes Crying in the Rain,neg
Salt The Wound,From My Hands,neg
Bob Marley & The Wailers,One Love/People Get Ready,pos
The Bastard Fairies,We're All Going to Hell,pos
Duffy,Mercy,pos
Cult of Luna,And With Her Came The Birds,neg
Paolo Nutini,Pencil Full of Lead,pos
Wild Cherry,Play That Funky Music,pos
Passion Pit,Little Secrets,pos
Opeth,Under The Weeping Moon,neg
Koop,Baby,pos
Nero,Innocence,neg
Stellar Kart,I Give Up (Album Version),neg
The Doors,Light My Fire,pos
Chaotica,Turbocharger,neg
Vince Gill,If It Weren't For Him,neg
Newsboys,He Reigns,pos
The Hold Steady,You Can Make Him Like You,neg
Stanfour,In Your Arms,neg
BT,Knowledge Of Self (Evol Intent Remix),neg
Longing for Dawn,Lethal,neg
Weezer,(If You're Wondering If I Want You To) I Want You To,pos
Sopor Aeternus & The Ensemble Of Shadows,The Feast of Blood,neg
Goldie,Sea of Tears,neg
Paloalto,Seed,neg
Rihanna,Music Of The Sun,pos
The Alan Parsons Project,Don't Answer Me,neg
Ray LaMontagne,You Are The Best Thing,pos
Burt Bacharach,What The World Needs Now Is Love,pos
Riverside,I Turned You Down,neg
Cake,Jesus Wrote a Blank Check,pos
Hootie & The Blowfish,Drowning,pos
Morcheeba,Friction,pos
Gary Go,So So,neg
Jamiroquai,Virtual Insanity,pos
The Apples In Stereo,The Rainbow,pos
Finley Quaye,Even After All,pos
JC Chasez,All Day Long I Dream About Sex,pos
Oasis,She's Electric,pos
The Tokens,The Lion Sleeps Tonight,pos
Norah Jones,The Long Way Home,pos
Kool & The Gang,Celebration,pos
Rosetta,Absent,neg
Athlete,Tourist,pos
Miss Li,A Song About Me And a Boy,neg
A Tribe Called Quest,Bonita Applebum,pos
Elton John,American Triangle,neg
Rachael Yamagata,Collide,pos
AC/DC,Down Payment Blues,neg
Hoodoo Gurus,Party Machine,neg
Chris Rice,Lemonade,pos
Sting,Children's Crusade,neg
Ben E. King,Stand By Me,pos
Zeromancer,Wannabe,neg
Yazoo,Winter Kills,neg
Ben Kweller,How It Should Be (Sha Sha),pos
The Saturdays,Fall,neg
Limp Bizkit,Getcha Groove On,neg
Tom Cochrane,Revelations:  Visions In A Dream,neg
Lamb of God,Redneck,neg
Keith Urban,You'll Think of Me,neg
"Frizzell, Lefty",Always Late (With Your Kisses),neg
Goldfrapp,Happiness,pos
Shiny Toy Guns,Rocketship,pos
Jack Johnson,People Watching,pos
Sibylle Baier,Girl,pos
Arrested Development,Tennessee,pos
Test Icicles,Snowball,neg
Jonathan Coulton,First of May,pos
Nelly Furtado,ForÃ§a,pos
Kings Of Convenience,Sorry or Please,pos
Cool For August,Don't Wanna Be Here (Album Version),neg
Megadeth,Mastermind,neg
The Zombies,Time of the Season,pos
Eurythmics,I Need You,neg
Ministry,Palestina,neg
Vetiver,Everyday,pos
Chuck Wicks,If We Loved,neg
Orleans,Dance With Me,pos
Anouk,For Bitter Or Worse,neg
Simon & Garfunkel,Leaves That Are Green,neg
Cocoon,On My Way,pos
Halou,The Ratio Of Freckles To Stars,pos
His Name Is Alive,Are We Still Married?,neg
The Beautiful South,Good As Gold (Stupid As Mud),pos
Carbon Based Lifeforms,PhotoSynthesis,pos
Robben Ford,Something For The Pain,neg
The Feeling,Never Be Lonely,pos
Sara Bareilles,Fairytale,pos
White Zombie,Super-Charger Heaven,neg
New Found Glory,Dressed To Kill,pos
Stacie Orrico,I Could Be The One,pos
Merle Haggard,If I Could Only Fly,neg
Type O Negative,Todd's Ship Gods (Above All Things),neg
The Ronettes,Be My Baby,pos
N.W.A,Gangsta Gangsta,neg
Nine Inch Nails,Hurt,neg
Michael Jackson,The Girl Is Mine,pos
The Platters,My Prayer,pos
Soilent Green,Pretty Smiles & Shattered Teeth,neg
Lamb of God,Bloodletting,neg
Flowing Tears,Grey,neg
A Fine Frenzy,Lifesize,pos
My Morning Jacket,Holy,pos
Karen Matheson,Rithill aill,pos
Slightly Stoopid,Closer To The Sun,pos
LaFee,Angst,neg
Wilshire,When,neg
Halou,Wholeness,neg
A Perfect Circle,The Outsider,neg
Jay Brannan,Half-Boyfriend,neg
Shadows Fall,Thoughts Without Words,neg
Psapp,Calm Down,pos
The Dears,"Pinned Together, Falling Apart",neg
The Cure,The Holy Hour,neg
Mobb Deep,Got It Twisted,neg
The Sisters Of Mercy,Under the Gun,neg
The Arrogant Worms,Carrot Juice is Murder,pos
Type O Negative,Life Is Killing Me,neg
October Tide,Losing Tomorrow,neg
Placebo,English Summer Rain,neg
Arlo Guthrie,City of New Orleans,pos
Justin Timberlake,SeÃ±orita,pos
King Diamond,The Portrait (Live) (Reissue) (Album Version),neg
Mark Dinning,Teen Angel,neg
Sentenced,Nepenthe,neg
Richard Hawley,Serious,pos
LL Cool J,Around The Way Girl,pos
Joy Division,New Dawn Fades,neg
Modest Mouse,Dashboard,pos
Clannad,Sunset Dreams,pos
Pearl Jam,You Are,neg
Xiu Xiu,I Broke Up,neg
Giant Drag,Kevin Is Gay,pos
Nine Inch Nails,The Fragile,neg
Geri Halliwell,Someone's Watching Over Me,neg
Oceansize,Trail Of Fire,neg
Lou Reed,Walk On The Wild Side,pos
Alice in Chains,Junkhead,neg
Apoptygma Berzerk,Unicorn,neg
Flight of the Conchords,If You're Into It,pos
Bran Van 3000,Exactly Like Me,pos
Casiotone For The Painfully Alone,Rice Dream Girl,neg
PJ Harvey,Man-Size,neg
Chris Rice,So Much For My Sad Song,pos
At The Drive-In,Quarantined,neg
Robin Williams,Friend Like Me,pos
James Taylor,Down In The Hole,neg
They Might Be Giants,I Am a Human Head,pos
Diana Krall,Let's Fall In Love,pos
Carrie Underwood,I Told You So,neg
Dolly Parton,God Won't Get You,neg
A Perfect Circle,Orestes,neg
Ronan Keating,Life Is A Rollercoaster,pos
Camera Obscura,Super Trouper,neg
The Hollies,I'm Alive,pos
Damian Marley,Road To Zion,pos
Franz Ferdinand,What You Waiting For?,pos
Patti Smith,Wing,neg
Katatonia,For My Demons,neg
The Residents,Tragic Bells,neg
Final Fantasy,If I Were A Carp,neg
Ice Cube,My Summer Vacation,neg
John Fred & His Playboy Band,Judy In Disguise (With Glasses),pos
Smoke City,Mr. Gorgeous (and Miss Curvaceous),pos
Queensryche,When the Rain Comes,neg
Hello,New York Groove,pos
Seven Mary Three,Hammer & a Stone,neg
FFH,Great Big Problem,neg
"Bare, Bobby",500 Miles Away from Home,neg
Merle Haggard,A Place to Fall Apart,neg
Mobb Deep,Survival of the Fittest,neg
Amos Lee,Long Line Of Pain,pos
Skrape,Searching For Home,neg
Hello Saferide,Anna,neg
Cassandra Wilson,If Loving You Is Wrong,pos
Green Day,Wake Me Up When September Ends (Live at Foxboro_ MA 9/3/05),neg
Tiffany,I Think We're Alone Now,pos
Amy Winehouse,'Round Midnight,pos
The Fratellis,Creepin Up The Backstairs,pos
The Grates,Science Is Golden,pos
Todd Rundgren,I Saw The Light,pos
Nightnoise,The Rose Of Tralee,pos
Wheatus,Teenage Dirtbag,pos
The Calling,Could It Be Any Harder,pos
"Cline, Patsy",I Fall to Pieces,neg
Rivulets,Barreling Towards Nowhere Like There's No Tomorrow,neg
Tenacious D,Friendship Test,pos
Katie Melua,Spellbound,pos
Ralph Stanley,O Death,neg
Foo Fighters,Razor,neg
"Turner, Big Joe [50s]","Shake, Rattle and Roll",neg
Zen CafÃ©,Vattupuskassa,neg
The Psychedelic Furs,Better Days,neg
Peter Sellers,A Hard Day's Night,pos
Jesca Hoop,Enemy,pos
The Cure,Out Of This World,neg
Mariah Carey,Fantasy,pos
The Fiery Furnaces,Smelling Cigarettes,pos
Stars,Ageless Beauty,pos
Skeletonwitch,Sacrifice for the Slaughtergod,neg
Bobby Darin,Beyond the Sea,pos
Grant Lee Buffalo,Rock of Ages,neg
Stephen Lynch,Jim Henson's Dead,pos
Atari Teenage Riot,Destroy 2000 Years Of Culture,neg
Antony and the Johnsons,What Can I Do?,neg
iLiKETRAiNS,We All Fall Down,neg
RÃ¶yksopp,Circuit Breaker,pos
Bryan Adams,Here I Am,pos
Warren Zevon,Knockin' on Heaven's Door,neg
Belle and Sebastian,Dear Catastrophe Waitress,pos
Amy Millan,Skinny Boy,pos
Dire Straits,Walk Of Life,pos
Yellowcard,One Year_ Six Months,neg
Sade,Hang On To Your Love,pos
Lamb,Wonder,pos
iLiKETRAiNS,A rook house for bobby,neg
The Beatles,Lucy in the Sky With Diamonds,pos
Backstreet Boys,It's Gotta Be You,pos
Dope,Everything Sucks,neg
Maximilian Hecker,My Friends,neg
Slipknot,Skin Ticket (Live version) (Album Version),neg
Tracey Thorn,A-Z,neg
Black Milk,If the Gods (May Know Your Name),neg
Tool,Intolerance,neg
Kris Kristofferson,Darby's Castle,neg
Blue October,Hate Me,neg
Bowling For Soup,Almost,pos
Art Brut,Emily Kane,pos
Rage Against the Machine,Maggie's Farm,neg
Nine Inch Nails,The Becoming,neg
The Dear Hunter,Father,neg
Glen Hansard,Say It to Me Now,neg
The Wailin' Jennys,This Heart of Mine,neg
Kamelot,This Pain,neg
Johnny Cash,I Still Miss Someone,neg
"Jennings, Waylon",Amanda,neg
Norah Jones,Toes,pos
Anathema,Regret,neg
Judas Priest,Breaking the Law,neg
The Stone Roses,Fools Gold,pos
Devendra Banhart,My Dearest Friend,neg
"Prine, John",Angel from Montgomery,neg
Merle Haggard,Pancho and Lefty,neg
The Chemical Brothers,Dream On (Contains Hidden Track 'Dream On (Reprise)'),pos
Hercules And Love Affair,Raise Me Up,pos
The Temptations,Ain't Too Proud To Beg,pos
The Zutons,Secrets,pos
John Legend,P.D.A. (We Just Don't Care),pos
Yellowcard,Three Flights Down,neg
Britney Spears,I Will Still Love You,pos
Panzer AG,Filth God,neg
The Pipettes,Pull Shapes,pos
Lou Reed,Baby Face,neg
The Cure,Sinking,neg
Limp Bizkit,Eat You Alive,neg
Robin Thicke,Angels,pos
Diana Krall,Do It Again,pos
Beck,Sexx Laws,pos
Fernando Ortega,Don't Let Me Come Home A Stranger (LP Version),neg
Nil Lara,How Was I To Know,neg
Jack Johnson,Go On,pos
Mastodon,Siberian Divide,neg
Rare Earth,I Just Want To Celebrate,pos
The Cure,Apart,neg
Kasabian,Empire,pos
Rihanna,We Ride,neg
"The Good, the Bad & the Queen",Northern Whale,pos
Titus Andronicus,Arms Against Atrophy,neg
Jakatta,American Dream,pos
Lupe Fiasco,Streets On Fire (Explicit Album Version),neg
"Brown, Ruth",(Mama) He Treats Your Daughter Mean,neg
Moderat,Rusty Nails,neg
The Gathering,Rescue Me,neg
Martina Topley-Bird,Carnies,pos
Dan Le Sac vs Scroobius Pip,Letter from God To Man,neg
Modjo,Chillin',pos
Leon Russell,Out In The Woods,neg
Slayer,Spirit in Black,neg
Honey Cone,Want Ads,pos
Burial,Night Bus,neg
The Rocket Summer,Skies So Blue,pos
Antsy Pants,Vampire,pos
Emery,After The Devil Beats His Wife,neg
Nellie McKay,The Dog Song,pos
New Order,Procession,neg
Sambassadeur,New Moon,pos
Thrice,Child Of Dust,neg
Amy Winehouse,Fool's Gold,pos
Ministry,Waiting,neg
Billie Holiday,Lover Man (Oh Where Can You Be),neg
India.Arie,Simple,pos
Just Jack,Starz In Their Eyes,pos
Boney M.,Rasputin,pos
RÃ¶yksopp,Only This Moment,pos
The Police,Every Little Thing She Does Is Magic,pos
The Bird And The Bee,I'm a Broken Heart,neg
Samuel E. Wright,Kiss the Girl,pos
Elliott Smith,2:45 A.M.,neg
Animal Collective,Who Could Win a Rabbit,pos
Deftones,Lotion (LP Version),neg
The String Cheese Incident,Sometimes a River,pos
Faith Hill,Unsaveable (Album Version),neg
Evanescence,Missing (Live in Europe),neg
Korn,Clown,neg
Chumbawamba,Tubthumping,pos
Teena Marie,Light,neg
Wolfsheim,For You I'm Bleeding,neg
Jim Brickman,Rocket To The Moon,pos
"Bragg, Billy",Greetings to the New Brunette,neg
Seether,Fade Away,neg
Scissor Sisters,Comfortably Numb,pos
Immortal Technique,The Cause of Death,neg
Hayley Westenra,Hine e Hine,pos
Nirvana,Blandest,neg
The Futureheads,Hounds of Love,pos
Norah Jones,Turn Me On,pos
Martin Solveig,Rejection,pos
Joss Stone,Understand,pos
Cannibal Corpse,Dead Human Collection,neg
Weezer,Beverly Hills,pos
Machine Head,American High,neg
Hope of the States,Enemies/Friends,pos
Sarah Blasko,For You,pos
Diamond Rio,Meet In The Middle,pos
The Apples In Stereo,The Golden Flower,pos
Rick James,Super Freak,pos
Edenbridge,Shine,neg
Animal Collective,The Purple Bottle,pos
Phoenix,One Time Too Many,pos
