Artist,Song,Mood,song_id
Colbie Caillat,Fallin' For You,pos,3mJq2ZlI3ZN8hvmRSdzRy9
Patrick Wolf,The Magic Position,pos,0oBfrjRtYaCi82cAiHuo5W
Phoenix,Girlfriend,pos,37WNPHZnXsbsODgCsnBKti
Marilyn Manson,Devour,neg,2B5qhBcHYKZcWZmGoLxlYz
"Mitchell, Joni",Amelia,neg,0sWXc2HP7INhTEkuUbxJGk
Birthday Party,Dead Joe,neg,0PYNPISX2iI4PaYHOO0OOw
Steely Dan,Deacon Blues,pos,61AK5ICbKk20h1dFS3mXuu
Skeeter Davis,He Says The Same Things To Me,neg,1qOqhSno0LFwPgXlcK3umM
System of a Down,Streamline,neg,4YtuhhgpKwckVZNGzjpxBh
New Radicals,I Don't Wanna Die Anymore,neg,2dhjLRNYu5pZV8NdfbkaHv
Static-X,No Submission,neg,00AxXSPBavEKf4hwgX6ZMo
Eels,My Beloved Monster,pos,0GXPDJCtVhrgZFuVlepFLp
Samuel E. Wright,Under The Sea,pos,4qqfI5oNO53a6W7nWfutKH
Anti-Flag,On Independence Day,neg,
Radiohead,Exit Music (For a Film),neg,0z1o5L7HJx562xZSATcIpY
Gotan Project,Vuelvo Al Sur,pos,0znL3d7w3EQ0LlmjuN1BR5
Thomas Dolby,One Of Our Submarines,neg,1yM90Jy5CQWJFJcRYcuhaT
Amil,Anyday,neg,5OzrSUpREgU3YyMh8J66CK
Eels,Restraining Order Blues,neg,6sMBfBczt0H12kTL7Fohm6
Black Sabbath,Lonely Is The Word,neg,1Wmx0aeddVUJeW3tHSGkU5
Stevie Wonder,Ribbon In The Sky,pos,5mokboUpvSxFY4vHmpCheF
Chris Isaak,Baby Did A Bad Bad Thing,pos,6CTAqGQtAoE5bNqKRHsqRG
The Smiths,You've Got Everything Now,neg,2DYCM1sNmGliRszlzPkMiG
PJ Harvey,The Darker Days Of Me & Him,neg,6GZlWWEzjNQ9hziLGGc9Dr
Darwin Deez,Radar Detector,pos,0j1xdKVaqfLFpLPpZqyZLl
Texas,In Our Lifetime,pos,2N3V2wcmHsfWmyciC6RoLV
Isis,Holy Tears,neg,1hoXwdYEzF1KBZabi8kKrt
Fleetwood Mac,Landslide,neg,5ihS6UUlyQAfmp48eSkxuQ
10cc,Life Is A Minestrone,pos,7zOA2G5QfADpx83SfYGsKd
Cradle of Filth,Filthy Little Secret,neg,4rDLGm96TwO4vQB3mJf1mh
Jesse Malin,Going Out West,neg,4FZWvboGM7KdxBckk0LWJc
The Rumble Strips,Girls And Boys In Love,pos,3GH8L4xL77CSTit9TJgxHc
Quiet Riot,Bang Your Head (Metal Health),neg,7kFMBTOVe1fBGI5PefWyY5
The Pointer Sisters,I'm So Excited,pos,1ot6jEe4w4hYnsOPjd3xKQ
Basia,New Day For You,pos,5T6xJBAwNEEGGSnn3wbUtG
Megadeth,Architecture of Aggression,neg,1BbocHcTYAu0wCS4NqgRsI
Korn,Mr. Rogers,neg,5aQRJorDb0PRMywaLgtxZr
Slayer,Consfearacy,neg,51hyMBGyW5xQpwy1WQ24Db
Manic Street Preachers,4st 7lb,neg,6QJkYv3Cgr04n5vCBz2lrF
Dixie Chicks,Easy Silence,pos,1m9psn7vXZCkPA5Mykloh8
Bauhaus,Exquisite Corpse,neg,1JFkg5cKxKrd0RREEkbStP
Louis Prima,Pennies From Heaven,pos,4tmy6FB76bR5eLmx0zO1mn
Antsy Pants,Tree Hugger,pos,5jspOlRyRvl3UL7zFX1Ppv
Nickel Creek,Reasons Why,pos,5w0RYb50fUlvw2hDg3VTOQ
Vanessa Carlton,The Wreckage,neg,7CYUB5Wi2mr6OibReVAEyR
Crispian St. Peters,You Were On My Mind,pos,6jbpEvKfdY78BDPAr8vQ1i
Kate Walsh,French Song,pos,
Radiohead,We Suck Young Blood,neg,0dco6ZSO8vnL2fHRi10XSY
Christina Aguilera,Candyman,pos,5lUTzPuiloBHm1qEaJcJfF
Travis,Afterglow,pos,1AlM88kqjcYq4wnRXk6QBk
PJ Harvey,Send His Love To Me,neg,1w4T78gf2IomS9eZR4cO7S
Opeth,Moonlapse Vertigo,neg,3Enw80l6o1fUYaFSaCQfS8
The Three Degrees,When Will I See You Again,pos,02srSkeu2pzybuVr2B9TJm
Deerhoof,New Sneakers,neg,2oF1nUzZcawDlYiv3Acw6n
India.Arie,There's Hope,pos,4BnfCXc53Qovct84nGzoFq
Children of Bodom,The Nail,neg,1nOsmzq1XqdRG0WZUH7R1u
S Club 7,S Club Party,pos,21ixeD8mGouF993kgb4MER
The Mars Volta,Since We've Been Wrong,neg,6z3MSviCkZZPYDctUmWwwO
Foetus,Time Marches On,neg,2XhSe48p6D020tt6y9RLTr
Morcheeba,The Sea,pos,0xjkgYSzHjBZNvyUaC9cXX
Harry Nilsson,Coconut,pos,4o5GyaeGMgDsrclBsL3au7
Spinal Tap,Big Bottom,pos,3d04l3QbDlZvi8K6nqCm4N
Jamiroquai,Seven Days in Sunny June,pos,2bwxqGKS5GPXfNanAIRe2p
Fiona Apple,Limp,neg,104YdibC7VQy78xAVmgRYr
Radney Foster,Again,neg,0rScIeoCwuqAc2fxN4f7nS
Rufus Wainwright,One Man Guy,pos,0bNqlHwsXeUOUd3udaGQMJ
Rare Earth,Get Ready,pos,3EGOwpy5BQhZCPAPJX2EbF
Sam The Sham & The Pharaohs,Wooly Bully,pos,4nqph2U4HR7ft0A3eIt8GY
Arctic Monkeys,The View From the Afternoon,pos,5eyTC5GZzpzlN7YRO9AoPf
Belle and Sebastian,Women's Realm,pos,5z447nYgWiUw4Dr1IPODU3
John Mayer,Clarity,pos,6atVS7UZBxoyJkkteM62u5
No Doubt,Spiderwebs,pos,23DExviO7cU7uytDf0XekC
Whitney Houston,I'm Your Baby Tonight,pos,3SmPl0CGxvvkQCrTv7edEE
Angelzoom,Fairyland,neg,2jbg6xqB4lbWaUu4L6yorK
Dinah Washington,Ain't Misbehavin',pos,6gCtQdOgUOrPhW59zSOpsa
Joe Satriani,I Just Wanna Rock,pos,3azoDLK3ZSa7pC1gAWvbsQ
Amorphis,Crimson Wave,neg,4ivemDqQO0lI1Lur8CZEHS
Gorgoroth,Incipit satan,neg,
The Beatles,She Loves You,pos,6nEkxYIEnrbYH7h1hJ8Xn6
Dark Tranquillity,Insanity's Crescendo,neg,3SS3dDG9lKQxvfcJ7O4oTN
Judas Priest,Bullet Train,neg,
HIM,Pretending,pos,3a3DXqcV3d7QCGIyA49GMg
Ian Dury & The Blockheads,"Reasons to Be Cheerful, Pt. 3",neg,5bfAtR5Lq43JM7brcXo3fp
Jon McLaughlin,Human,pos,4j09lrm3YukrtD4OcF0fMs
Alice in Chains,Brush Away,neg,6rquGIY6gUgWAlcD9bzdGT
Liz Phair,Table For One,neg,37r6uXbNfoNMkuyGa8wcDh
We Are The Fallen,Don't Leave Me Behind,neg,2093ef2a8KCekZs9BS9cEq
John Legend,Maxine,pos,2CMIRqcGe12yk31DGrnqCo
Jill Tracy,Pulling Your Insides Out,neg,5hVwH7zo0elyB4At5KV9PP
Placebo,Daddy Cool,pos,7dFLTNb0VrLtyOfRbawHSa
Linkin Park,Runaway,neg,6xtQ23d8GEXgcxyUKPtwc5
The Sundays,My Finest Hour,pos,7aZKaw7frLOlIYJ1lzyIZk
Blur,Girls & Boys,pos,6hb87dBK3bbFeXA5MQEeo3
Snow Patrol,Spitting Games,pos,7FnPuMFgc7YDuwQkGpttr2
The Rocket Summer,"So, In This Hour...",pos,5hQfGOD0pDCME3Ezd01TS2
Sheryl Crow,My Favorite Mistake,neg,3BOywlNj1muD3sU9aMYRiA
X-Ray Spex,I Am A Poseur,pos,3XXRLGiFxcGCIvQZibTVB1
Jaguar Wright,Country Song,pos,6zYEKr7A9EETtwYDsdKTPu
Justin Bieber,One Time,pos,6eDApnV9Jdb1nYahOlbbUh
Espers,Meadow,pos,7alv4njKakY9fLlXHfcHvq
Nick Cave and the Bad Seeds,Song of Joy,neg,2wHv6LZbHjXKnjredCjd9A
Kashmir,The Aftermath,pos,3ZN7cuDnf4JG8BiteFQHf1
Room Eleven,One Of These Days,pos,6X38vWDwrWxQv9PKOkx1TM
Bon Jovi,Hearts Breaking Even,pos,73QwHBgxelDk4DPL2XHFKT
Soulfly,Back to the Primitive,neg,3t3cv2Vb8XzjipocvYP22U
Katharine McPhee,Love Story,pos,0TmADMKVl9Lg4z0f5AQnZk
DMX,What's My Name?,neg,6OQrmEIK8KOOVcSoSaEo40
Ben Folds,Fired,pos,3f1ifYyxBwRccpPCxN6rFV
Tenacious D,Beelzeboss (The Final Showdown),pos,0ffz9KBdCb7oJkSK0W7bbf
Jennifer Lopez,We Gotta Talk,neg,6AezAop4ao95ZSMzPvqlza
The Perishers,A Reminder,neg,0c6je0j24yLxvku7xBlzrv
"Keys, Alicia",Fallin',neg,3unsLiH5FXmaDWtT5Imolu
Jennifer Hudson,Spotlight,pos,02QQXgeAghpU4smdM7l7We
Bruce Springsteen,Lonesome Day,neg,0R9q3imnid244T1ty47MGs
"""Weird Al"" Yankovic",Trigger Happy,pos,5iZw9vkowuc2BSJOWXZs7o
Fishbone,Ma And Pa,pos,7wotdNGMm6PrQ9xUXYQtVp
Robin Thicke,Loverman,pos,6OZh4g4uAvlPsTuf9g1c2S
Neko Case,The Tigers Have Spoken,neg,086YwJQkdTiNqguJr05TG5
The Mountain Goats,No Children,neg,5cxnSTLzGD1t9xcdmJYFVB
D'Angelo,Chicken Grease,pos,42uCM9saw5B3bCjEFLROlE
Sheryl Crow,All I Wanna Do,pos,3ZpQiJ78LKINrW9SQTgbXd
Ordo Rosarius Equilibrio,Who Stole The Sun From Its Place In My Heart?,neg,0Tb0BFTKajXYq7GUKyRUOI
honeyhoney,Little Toy Gun,pos,
French Kicks,Close To Modern,pos,6fTkdbu8oOjIQIyHGv1Vpp
Kelis,Milkshake,pos,2cMTIlktg3M9mXYqCPqw1J
Starship,Nothing's Gonna Stop Us Now,pos,3X7uFMzJrEE0sxn62qd8Ch
The Teenagers,Homecoming,pos,3dle3BvgfqacvbFfYtJj17
New Order,Blue Monday,neg,6hHc7Pks7wtBIW8Z6A0iFq
Aretha Franklin,Going Down Slow,neg,2I2oUIpbaWcLWrJE1mXGU4
Bat for Lashes,What's a Girl to Do?,neg,6nX4R2UiVrg6XZphd3QjaI
Owl City,The Saltwater Room,pos,2tZIVD0ZPxpsoFx7hvAjWh
Toy-Box,The Sailor Song,pos,13i5XpzqdQ5KTIKatuIVoa
Kool & The Gang,Too Hot,pos,1S3RMWe23mYX6h3fevsgDq
Katrina and the Waves,Walking On Sunshine,pos,05wIrZSwuaVWhcv5FfqeH0
Tyrese,Sweet Lady,pos,1Dx8rIZaXzZPvUQRF2j9hB
Rise Against,Everchanging,neg,3kBsC6wa9kCRRreFZnw4C4
Karen Matheson,Evangeline,pos,2rzjsjKpl1qp1xCbi4XDX0
The Fiery Furnaces,Nevers,pos,4V1yUDATe2MBFx2QtjndEL
Sham 69,If The Kids Are United,neg,7D4yOkBDXM9BVnEidQnqu0
The Tiger Lillies,Start a Fire,pos,6nPBD7cfWXhmXPdDJVikMs
Vienna Teng,Harbor,pos,6kL6zfbH55wJTKC4vv3bX0
REO Speedwagon,Keep On Loving You,pos,4rcHWl68ai6KvpXlc8vbnE
Emperor,In the Wordless Chamber,neg,2ck1cGAKlDGvKrBwAGF16x
In Flames,Moonshield,neg,3gqdwcfzDsJvuPQ8oSZCxq
Avril Lavigne,How Does It Feel,neg,7vTCIwHvCT3zMmtYBo0uff
Bullet For My Valentine,Suffocating Under Words Of Sorrow (What Can I Do),neg,1KKDxGFbEYHC1ftBo0S7ZG
Lucy Pearl,Don't Mess With My Man,pos,2J2hVpwVV25EK8Bvd3OgCK
Michael Jackson,Rock With You,pos,7oOOI85fVQvVnK5ynNMdW7
The Gathering,Gaya's Dream,neg,5loazyzsCYSdgE9jr7QaGQ
Beau Brummels,Just a Little,neg,2muVIlHclQgVUJqcio6pnm
Sade,Smooth Operator,pos,1Hv1VTm8zeOeybub15mA2R
Chingy,One Call Away,pos,0UNTBB02C1aB55Fu4H63qd
For My Pain...,Autumn Harmony,neg,5JCBWvEhje5Hufw4gIJBmQ
Robbie Williams,Please Don't Die,pos,0vCGFGq7SnmNMsGDWaKEdR
Course of Nature,Memory Of You,neg,17ua1p1W2e9yzcDpvBCmmU
Musetta,Red Star,pos,7wfBpMKmLeQIrG7HWT7nyZ
The Bird And The Bee,Again & Again,pos,3Kh7jZ6QdVJJq63A3xRneN
Celso Fonseca,Slow Motion Bossa Nova,pos,6seCDSmbo1TtnOUxmKm3DX
Camera Obscura,Let Me Go Home,pos,6Zg2NXEoQoyIbJoldAFOoJ
Marianne Faithfull,Love in the Afternoon,neg,1GPu8F1lmJwfpmvlnymrce
Moonbabies,War On Sound,pos,4oRXS5cSSdov2IHeIgs589
Lily Allen,Shame For You,pos,5sBoqgKousRCDQtVRYgtuC
A Perfect Circle,People Are People,pos,46ZwVC2uoJzA1418QYPekM
Matt Costa,Sunshine,pos,3fXj9X3BxYm0yrJfq1Z90W
A Fine Frenzy,"Come On, Come Out",pos,0CFEXDoG6aW4hxWxRp9ta2
Jack Johnson,Talk Of The Town,pos,1gJ54y4ulKQyfapSiaQNsf
Celtic Woman,The Sky And The Dawn And The Sun,pos,2YgW2VVOwQItMkKW07fMt8
Thin Lizzy,The Boys Are Back In Town,pos,43DeSV93pJPT4lCZaWZ6b1
Teddybears STHLM,Hey Boy,pos,
Sleep,Stillborn,neg,14G3LrjQOCSxIYvP8T1nCZ
Jonathan Coulton,Chiron Beta Prime,pos,1Kku9Y1D75oJ3gqMQWLVOE
Alice in Chains,Down in a Hole,neg,7FRfYOql61DGDp9VPPe2qA
Hole,Doll Parts,neg,49t1GWE6ZiEoBgN92oMDdM
Jem,Finally Woken,pos,5HiVagjTjqdvu3Ke2aqMc7
The Cure,Us Or Them,neg,0ppNZRaFAXw7RYHTlp10Yx
Lindsay Lohan,If It's Alright,neg,3Q4QnYrUFcCiWm9y04ZbEH
Electric Light Orchestra,Queen Of The Hours (2001 Digital Remaster),neg,
Joss Stone,Jet Lag,pos,5LBZtkt9x9DiyLrCey3Es5
Burial,Gutted,neg,3L1IWKLan3MyoauMBTfXdG
"""Weird Al"" Yankovic",Smells Like Nirvana,pos,5Q1qSEtljHQzUygQTt0Ykw
Maroon 5,Harder To Breathe,pos,4V9JDRqKjN8F2HWdlEDxvI
The Ataris,Whatever Lies Will Help You Rest,neg,0Ewz868apqeY8K8IVcIFR5
Mouth Of The Architect,Harboring An Apparition,neg,7Lxm6M59GTcvXKDXLjqTht
Marilyn Monroe,I Wanna Be Loved By You,pos,5HNGDpTuCJEc8PjOJRzZbV
Goldfinger,99 Red Balloons,pos,0rOTMSSa6yscfOrGnzfheM
Dolly Parton,Letter To Heaven,neg,0faSXGKAziCjSRR9F213s2
Bee Gees,Until,neg,17Mkg7grmjvxH9qSw9ZRKY
Dead Confederate,The Rat,neg,49bIzVlvSzJZGZqkXyQvQ5
Louis Jordan,Caldonia,pos,3BRWIwvtwSeKzcwUfNF1i9
The Dead Weather,Will There Be Enough Water?,neg,3VYbLgJNS7Jr7YlatA0lNe
Art Brut,My Little Brother,pos,3bhTDrOYAQtZsg1fHfbWQ2
PJ Harvey,Long Snake Moan,neg,36YJWsgSCEMFsv9Y2jxI4U
Tim Buckley,Dolphins,neg,0tvepqOHxqKt2PYRcLTHRR
Audioslave,Until We Fall,pos,3aWC2C5jtyaXcSGikmz444
Ashley Parker Angel,Crazy Beautiful,pos,
Ella Fitzgerald,Lush Life,neg,54cMTEQrPYJnJeoXc5asO5
Nonpoint,In The Air Tonight,neg,2GV039LpIeFtgTKKIZPrf0
Devendra Banhart,Electric Heart,pos,54NQXOOnMw4O9RrsD4WHDb
Soundgarden,Fell On Black Days,neg,1wlKw9NAWVWpx7OIAyg9EA
Mae,Sun (acoustic),pos,5zgLgydPVaOHibAkTCLS0I
Nellie McKay,I Wanna Get Married,pos,0s6D23Hx6thladQfEuIXyw
Coldplay,Things I Don't Understand,pos,4Ou7ZLhdumcXYM2PcAJdjT
Parachute,She Is Love,pos,2Dz5WpEWA0vhnMmEPYiZ2y
Faith No More,Cuckoo for Caca,neg,3DV0DO7GweUc75R38P6mOe
Hole,I Think That I Would Die,neg,23Dje0Y5NyhfziJwajqN7m
Alicia Keys,Teenage Love Affair,pos,34ClgyHf8Awds1ew9vMX26
Abba,Bang-A-Boomerang,pos,
Johnny Cash,Sunday Morning Coming Down,neg,5KF3zQP0cqLklYnF6riogg
"Cline, Patsy",She's Got You,neg,4H1POasJbrLNaQirsIH29e
Kings Of Leon,Knocked Up,neg,28rNyM2CKtOb4PYmsulQhF
Jazzamor,Ain't no Sunshine,pos,3yKDTSL7IbEGJy7pm8tSgK
Coldplay,Lovers In Japan,pos,5qPGi9p8VqcizfdgWxtmLt
JosÃ© GonzÃ¡lez,Lovestain,pos,0iqp8jTppmV9ZeHW7lYU5z
Current 93,The Signs in the Stars,neg,6yGx6cadhMkFqlbD6Hs5YU
ATB,Some Things Just Are The Way They Are,pos,3o8HkqYyg3K2L42weNGPL0
Mary J. Blige,No More Drama,neg,7nWsh14AHpnTzq1Xejz90U
Thrice,For Miles,neg,00zgCjjGj5BQcR6lsp3t6m
Tonic,Where Do I Fit,neg,1gdNjjhpUlN2gaIacNQYKF
Oceansize,Savant,neg,0BqwdIvjnnnHGgWc6nP0kX
Stephen Bishop,On And On,pos,0Vth3l4XAo8hNYmxjzhr2y
Ray Price,I'm Still Not over You,neg,19ekLUhMSuJwl73yjG3O19
Assemblage 23,Disappoint,neg,0AXYbfjhGH9HhcveBC3Eb5
Finger Eleven,Slow Chemical,neg,2h5Kce0Vt3PWgMYkYuUL3E
Yael NaÃ¯m,Lachlom,pos,
Stevie Wonder,From The Bottom Of My Heart,pos,2r28LZbs3SP1rG1bylyNCZ
Dave Matthews Band,Where Are You Going,pos,15MhLnkZLJe4Z2tLISwe5k
Matt Costa,Mr. Pitiful,pos,3CeGVMZcCWSSCdOfcaHJnd
Suicide,Frankie Teardrop,neg,2vQRkj2kMwoHKLzxXNsj2h
Mariee Sioux,Friendboats,pos,6437L2kB4GdbDdJbXLOu3G
George Strait,Round About Way,neg,1TC0tXUuuUBkMJFKNO0tFb
Sheryl Crow,Strong Enough,neg,25IRjWUZ60n7KXxcB4DiX9
Lloyd Cole And The Commotions,Are You Ready To Be Heartbroken?,neg,1KG2olppt8pzV5kcAi32XJ
The Smiths,Death of a Disco Dancer,neg,1Nov3Bi6sKCDnnuhjPJTCY
Jenny Lewis,Acid Tongue,neg,7xsCPNPm5RIJHMQHmIDrWs
Jello Biafra with the Melvins,Halo Of Flies,neg,
Ann Lee,So deep,neg,0gFtqHUBVAAUMB8KQcC1O6
Eazy-E,I'mma Break It Down,neg,4F7YGZkySGe6jdhzNnyspT
Dolly Parton,9 To 5,pos,4w3tQBXhn5345eUXDGBWZG
M. Ward,Oh Lonesome Me,neg,1UTRw7Q2XzGuEPlxgMOr4L
Leona Naess,Calling,pos,08bdM8zBeATz0Dxd0sFJd3
The Starting Line,Hello Houston,pos,3lbfy6AavEGDudGKKpRNDu
Sweet,Funny Funny,pos,6vRDTaPLjpDAwj4ETixyeX
Bedouin Soundclash,When The Night Feels My Song,pos,5IBysw5aMAWpgYdWwFYSMu
Survivor,Eye Of The Tiger,pos,2KH16WveTQWT6KOG9Rg6e2
The Mamas & The Papas,Dream A Little Dream Of Me,pos,27hhIs2fp6w06N5zx4Eaa5
A Static Lullaby,Rattlesnake!,neg,3L12dlHEFjoaMz2sn2CWK6
Stacey Kent,Bali Ha'i,pos,3T5EHKs9Vo9eiytvePZs4F
Halou,Tubefed,pos,10sfwOcYWSZAMhzoIcdGFr
Elliott Smith,Can't Make A Sound,neg,3WaYhAz45pwhS2boBUjvfO
Sam Cooke,You Send Me,pos,1XPj5quoeV5Gd0paSUDpvm
Tenacious D,Kickapoo,pos,7lFgli7y2vo7sjgynHZzBP
Uncle Tupelo,Fatal Wound,neg,2apaDVfW9hLdbZMRJRmfpi
Liars,Broken Witch,neg,2kE3cYnZHRkYcxk9Hn0azh
Talking Heads,And She Was,pos,5nNZTUzinBDsnj3U76NJFC
Shirley Horn,Here's To Life,pos,7CqH6kXso4XuLHOJSFomOA
Kane,Where Do I Go Now,neg,4p3ewqRe3X9hnI2Ttg2tRC
OK Go,Crash The Party,pos,0tkMnRF8TURXvbnsCorl23
Katy Perry,One of the Boys,pos,5PS8ZVLMFyGklBFZksIQcz
Phantom Planet,After Hours,neg,05bIKDN4R26x4JwknoibFn
Cut Copy,Feel The Love,pos,3OTQk71iWK8aPDlt5XEYzv
Gram Parsons,Love Hurts,neg,72DefuF22C6aPKrWhRFCBS
Rihanna,Pon de Replay,pos,4TsmezEQVSZNNPv5RJ65Ov
Arcade Fire,My Body Is A Cage,neg,1rOlTL4pKQ9Y1fURua4AJR
"Mitchell, Joni","Both Sides, Now",neg,1pjATX7sbd6Y4jMVqIvzHk
Sex Pistols,No Fun,neg,4YcU1ZXJYvo4XDNu6ComKE
The Waterboys,Red Army Blues,neg,1kWMqj68Dm5VHE3PXY7qJv
DJ Shadow,Midnight In A Perfect World,pos,1z6zJqayfsAiiYtQ3minb7
Kiss,Every Time I Look At You,neg,0ute0e8bY0FmSEIqDfhrBJ
Chris Brown,Forever,pos,3NZJlJemX3mzjf56MqC5ML
Turin Brakes,Underdog (Save Me),pos,1AbqusWanOHVmmcUN9x2WJ
Diana Ross,Upside Down,pos,57Y3UccJEJqT8w8RWkUAz0
Kaskade,I Like The Way,pos,0P3vaG70HYBiEsbTnKLaGD
Robin Thicke,Lost Without U,pos,4V2F0DZrAXOWq9hkwMMG3x
Badly Drawn Boy,Year Of The Rat,pos,4sbaHxDp6FwqrjgVR32H3m
Nick Cave and the Bad Seeds,Far From Me,neg,5yaEpOusXCZVG476E9Uwp4
Sleepy John Estes,Street Car Blues,neg,4jkE38nebAKpJTZLO2QTL0
The Cure,Last Dance,neg,5wogpGnbWL89uAlRviQWJL
Alan O'Day,Undercover Angel,pos,0FCsjEXsqWjerWWwUutCsy
"Stewart, Rod",Handbags & Gladrags,neg,2CuqGXetnO2gY5g3SA3c9O
Dimmu Borgir,Master Of Disharmony,neg,7JRuQR487iH5TOyeNc8mbt
Michael Jackson,HISTORY,neg,1EdzLQKCE066beJkDfaagd
Chris Garneau,Black & Blue,neg,7ejWfOw0lfWWKtWaerk4K1
Idlewild,Love Steals Us From Loneliness,neg,2NO455Omtp6G6zajs9MMwW
Jesse Malin,Since You're In Love,neg,1lXrXZggfwxMn5Dp11qMgo
Black Flag,Police Story,neg,52M96UxJzKkHFSHGNiu8Du
Groove Coverage,She,pos,23Vp3RFKeLvK3hNjfVMhgX
Madredeus,Milagre,neg,0iUS7Vp3hkpznLlzhtLufe
Jessy,Dancing in the dark,pos,7q5rt73rXYAxDfitXQO9K6
Sean Lennon,Into The Sun,pos,1RiWf4pUr9DqnTvlbsA63u
Jamiroquai,Corner of the Earth,pos,3jmbIhguc5uxiOdZ7ak8H3
Gotye,Learnalilgivinanlovin,pos,
Goldfrapp,Utopia,pos,7mYUeJq8M8S8kzDZUs6o23
Meshuggah,Combustion,neg,67FLsDJIE22Rc6lWUIPPsD
The Specials,Enjoy Yourself (It's Later Than You Think),pos,2mQkQkXknDhryo5UooEceK
Tom Waits,Cold Cold Ground,neg,3ocb4pWgereeXDO7hTXQN6
Kenny Rogers,Lady,pos,5Pj5zrq2nbKcAekH1AxbrO
Stacey Kent,East Of The Sun,pos,4H6tP1UENsG8xkGHgZqjom
Xavier Rudd,Let Me Be,pos,4nbP22GpSsGXceJ9xSpWKx
Beastie Boys,Intergalactic,pos,5fpizYGbi5IQoEraj6FP0R
The Stooges,1970 (Take 3),neg,0ge1WFjPBWnfPz0JnlC212
John Mayer,Something's Missing,neg,4ibzxSKw3a6rtIorruN5GO
Frou Frou,Breathe In,pos,03kZca43rgVgphYctcopJU
"""Weird Al"" Yankovic",Genius In France,pos,3iypHvZowqXC9DYrsz8h14
Brett Dennen,She's Mine,pos,5MnmTKjatNTY3BJ2DURVjE
Eagles [1],Take It to the Limit,neg,2cWHN0WK52RGAWHgaDamUA
Black Box,Strike It Up,pos,742hY2twqAjwNYnKkQdilj
Jimmy Eat World,Disintegration,neg,7jqlpEgPLAYpj7ZfESA294
Go West,King Of Wishful Thinking,pos,4UQLQJu3DNvVkMVglwElU2
3 Doors Down,Better Life,neg,0odGXJAFUKArp6RNvLvvRR
The New Pornographers,These Are the Fables,pos,3lVGSM8ExcPEKCXAokpDPb
Rage Against the Machine,Sleep Now in the Fire,neg,1MQTmpYOZ6fcMQc56Hdo7T
Ice Cube,Ghetto Vet,neg,5oc70i45QAxUeE9mj5dAsB
Tarot,Tides,neg,1hviYrkVTXBI3OmRtwNeox
Alice In Chains,Sickman,neg,5EnYdTx0BWhWM5YDcPkGAa
The Walker Brothers,The Sun Ain't Gonna Shine Anymore,neg,42TtgFndtWMIr0UqJl01HA
Heather Nova,Island,neg,33OKxxPWyeVfybg8ytaj7G
Beck,Lord Only Knows,pos,2iUC7Md6LYUU7OUnIQVZje
Lou Reed,Modern Dance,neg,4ekwUZXOffhYB38taSBvUm
Maroon 5,If I Never See Your Face Again,pos,4dHOg1U0mIHjqV0mmUtxZd
Band [1],Night They Drove Old Dixie Down,neg,2yJQuQFTGjUNmTPDMEWmo1
Scott Walker,If You Go Away,neg,5dyO8mnNmFqxDjgl3QzbM8
Morrissey,Life Is A Pigsty,neg,3i4aOoZtkXOoNI9yMPL9Ij
Bic Runga,It's Over,neg,3vBs3TsBwcMUMdGsnkD48W
Flying Burrito Brothers,Wild Horses,neg,6eYqvu9hPLkKQL0YgHXKFV
Enya,Evacuee,pos,25ktoN54bAce9CVmZJk4Qe
Al Green,Let's Stay Together,pos,63xdwScd1Ai1GigAwQxE8y
50 Cent,U Not Like Me,neg,0GltMgspY6OkEm4bBgsn8Z
Righteous Brothers,See That Girl,neg,63GYPSzNsUdAROhzeferhG
System of a Down,Lost In Hollywood,neg,0GrHWVTDsaWcD4nrCGr7VE
The Smiths,This Night Has Opened My Eyes,neg,69Kzq3FMkDwiSFBQzRckFD
A Perfect Circle,The Hollow,neg,4XDBEoD6QFnzDY5oMmNVXN
Lennon,Brake Of Your Car,neg,2SUGGfkr37P5UEJ0xq8ljE
The Fratellis,Whistle For The Choir,pos,4DQ1VuWATAvpueRqTTqFQp
At the Gates,Slaughter Of The Soul,neg,2Vy4z1ZUN7RvN7syWI2yef
Happy Mondays,Olive Oil,neg,6jKKw0sfQ5K4rRgFTJQ4AV
Bloodhound Gang,The Ballad Of Chasey Lain,pos,0l481RtogQ2BHsSecANMed
The Cranberries,Just My Imagination,pos,0f0k0OJ9VbaLHX4J1t2qUy
Scissor Sisters,Get It Get It,pos,1NiYESS8ipaA6UgBxPTXuy
Rush,Red Sector A,neg,3PefhAnxRxxxeimzWetwnT
B.J. Thomas,Raindrops Keep Falling on my Head,pos,5NSNSFqQAAnLxGiY2u8C7A
Violent Femmes,American Music,pos,7EZhegO3ISq6QRWyDWplxc
The Roots,Dynamite!,pos,71hXKEDaKHgYrn7kdLFpOx
Cher,The Way Of Love,neg,1q1oeOO8LQJH0qWI549cqN
Lighthouse Family,Lifted,pos,1HdoZ6Ql7nx5HfQrlVYtoM
Hot Chocolate,You Sexy Thing,pos,714hERk9U1W8FMYkoC83CO
Salif Keita,Madan,pos,3Z9uims4BXsx1DtETrjNDo
Hird,Getting Closer,pos,6HZ42MWX5X0PyhH41oXlpH
Antimatter,Another Face in a Window,neg,6OjX0Mnl4H52z9WSuXidzr
M. Ward,For Beginners,pos,4gtveYcEmSpu5zr0ml7DGe
